,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
7.956332683/642.5137993,0.907903,1.0817762,0.5453773,0.2934492,1.656874,0.4540437,2.088386,1.0711605,0.7986314,0.4550831,1.1771482,1.1862328,0.9644015,0.4521628,0.5410452,0.2650335,0.6530187,0.6783279,0.7401907,1.0002619,2.7758185,0.7589577,0.881509,1.3686424,1.8586251,1.5286195,0.6029002,1.0455382,1.1505881,1.2051118,1.3087172,1.4208119,1.3158308,0.3565002,0.5391342,0.8085407,1.3808996,0.2225787,1.261074,0.6687029,0.1688501,1.2706458,1.2942574,0.3391923,0.6478655,0.3864496,0.3698183,0.9046944,0.4539596,0.9339652,0.5658143,0.8424951,0.542405,0.982363,0.3103492,1.0824964,1.3667209,0.3508523,1.7052284,0.8574099,0.7061224,0.5931285,1.3757046,1.1466483,0.8810256,0.5030902,1.5528159,0.7058455,1.1205333,0.7099378,1.6823094,1.6631662,0.3707291,1.3846704,1.6911837,0.4068764,1.4088072,1.3088731,0.7727501,1.2714627,1.4851904,0.2989506,1.1728736,1.336816
0.558152464/166.0719882,3.977293,3.774229,3.538452,2.891475,3.542693,5.062067,6.405573,4.12502,3.819619,5.596773,6.980483,5.776651,7.07001,6.323115,7.341099,5.619612,7.5917,8.859908,6.765052,8.439441,10.015583,8.088412,2.76003,3.624914,1.819187,3.623294,3.523494,4.400549,4.446176,4.127018,3.589416,5.087,2.795919,4.670369,3.931532,5.347608,2.889165,5.174524,5.7565,5.573756,4.458176,2.939107,3.509405,4.082358,3.27048,3.614805,7.102464,5.84219,5.540929,6.957046,7.70506,7.795242,6.438874,5.148105,9.247566,5.04046,8.561617,9.030955,9.922909,9.266178,8.886563,10.2563,10.060288,10.97053,3.111875,2.749351,3.931914,2.651923,2.868709,6.460018,6.02556,5.51822,7.131699,6.090596,5.664487,7.245746,7.94949,5.938362,6.238028,6.177628,6.268958,10.048884,5.385751,6.203034
3.389946669/147.1166677,1.6630465,1.1225433,1.3031837,1.1704193,2.25116,1.089883,1.1422683,1.110077,1.7493045,1.1448272,1.1742334,1.2987321,1.1637655,1.2259352,1.3386726,0.9878068,1.0631676,1.3370427,0.9697151,1.1515936,1.1544515,1.0624059,1.1721344,1.1490601,1.3097962,1.3347901,1.0559271,1.1983334,1.2896207,1.4458525,1.2207971,0.7207684,1.1926711,1.7220558,0.8179675,0.8735578,1.0382583,1.2417677,1.1088706,1.1930488,1.0214809,0.9058957,0.8931388,1.4523617,1.3370974,1.2909067,0.7840494,1.1961206,1.1790431,1.4887423,1.2986209,1.1472745,1.4602498,1.5110946,1.3523425,1.082138,1.2626596,1.0321902,1.2071282,1.1977611,1.051445,0.8251981,1.2709581,1.2542569,1.9662707,0.889778,1.5484134,1.0607397,2.1353973,1.0678412,1.6470056,1.2455734,1.0730514,1.5224099,1.1160401,0.9172342,1.8290012,1.1232174,0.6582335,1.088149,0.7942671,0.7595969,2.1212331,0.8000669
8.347947078/167.1426735,0.7211276,1.1203291,0.8180951,0.7888299,1.6279061,1.6684844,1.3676909,1.6951766,1.6840798,1.9220547,1.7290212,1.9746705,1.6845394,1.9500002,2.0693481,2.2115302,2.4605904,2.4346508,2.7865948,2.6304756,2.6834533,2.9414696,1.2477255,0.8304919,0.8734748,1.2823368,0.8091146,0.7209324,1.2214115,0.8194818,1.7460184,0.9138981,1.0883568,0.8784675,0.9380494,1.0594159,1.6806195,1.3294009,1.4675277,2.1408686,1.1858536,1.2602228,2.2829283,0.9029611,0.4880002,0.8565479,0.7032812,0.8401438,0.8010339,1.0769949,0.7224317,0.7912423,0.7505636,0.9955138,0.8009834,0.976956,0.7104788,0.8327431,0.8179908,0.7288746,0.972314,0.7757441,0.8603119,0.7617909,0.9051726,0.8966913,0.9164751,0.717667,1.6270828,1.2736382,1.373644,1.8708378,2.1175142,1.9242195,2.3678123,1.6358536,2.3594894,2.0347775,2.0855725,2.2549198,2.7611453,3.4534154,2.744267,2.726876
0.610026604/261.1073597,0.9076777,2.0968925,1.9867454,3.2221803,5.3393915,0.9432313,6.0160603,0.8924651,4.5229348,1.5669005,7.31115,5.7159381,6.795118,1.0734536,8.6109265,1.5590775,1.5518388,8.2405216,1.562879,1.3855981,9.7245501,1.5215021,1.1357959,0.815858,1.1194434,0.785069,0.9620462,0.7905301,1.9629669,1.0135847,1.0393475,1.5650178,1.035127,1.0909777,0.6939239,1.2386579,1.1942699,0.8655416,1.9757238,2.3149557,0.4185483,0.631231,1.4572849,1.8532143,1.9438414,2.1998465,6.432895,6.8738551,2.2076468,6.812376,1.9279223,5.5183324,2.3185975,5.130228,7.6036581,2.1025985,2.6873607,2.1131052,10.2975228,7.6228361,5.2559689,6.1515404,6.7114526,7.9833302,1.4045801,0.4933589,3.0470747,1.463779,2.3969454,1.3634449,4.9793657,2.4461835,6.7653708,5.5891758,5.0905213,1.870953,6.3191447,4.5147678,1.7801138,5.2443087,1.3941075,1.9312463,6.3648886,1.7728044
3.457708029/242.1382815,1.1720618,1.5647846,1.4992438,1.081441,1.326688,1.1150385,1.2512949,0.7625052,1.1665912,1.369954,1.3236282,1.1147219,0.5387387,1.2539072,1.3154876,0.9509789,1.54077,1.5064607,1.0140212,1.5841177,1.606807,1.3895229,0.3766367,0.6099625,0.6094724,0.5342003,0.7002765,0.749047,0.9771031,0.401248,0.8182699,0.8320714,1.307003,0.2465717,0.6457342,0.6840811,1.2632092,0.8752396,0.6331915,1.4510309,0.6474003,0.2793142,0.7468989,0.5501149,0.3949203,0.4109497,0.3103372,0.3363703,0.2751576,0.533947,0.3235726,0.361743,0.3079671,0.4777078,0.3635267,0.6805471,0.3997606,0.5349916,0.4141229,0.398342,0.4994883,0.4113292,0.5061492,0.5341707,1.1195417,0.9569378,0.9944209,0.8317125,1.1770903,1.6883579,0.829703,1.1078732,1.2535098,1.0716151,1.2352199,1.3055114,1.0708105,1.2412106,1.160681,0.7723509,1.2915333,1.384464,1.1020845,1.1735395
8.045415679/432.3522415,1.4069643,0.8512249,1.3383512,0.8473909,1.3497035,0.8762347,0.6147652,0.7472514,0.9244528,0.6169984,0.6924105,0.5974906,0.9601675,0.676024,0.5709282,0.5526236,0.778512,0.5705876,0.847781,0.6248412,0.6304447,1.0918755,0.8050151,0.7566075,0.7855826,1.435455,0.8588922,0.6345984,0.9165806,0.5959996,0.9037566,0.7676846,0.9990255,0.5976265,0.8571254,0.6152389,0.8613123,0.8534231,0.732058,0.8320084,0.70164,0.7124417,0.6218835,0.9843125,0.616827,0.6729382,0.845012,0.8658915,0.8397674,1.0348383,0.7164064,0.6176351,1.2128875,1.213487,0.9165288,0.589244,0.9630871,0.8057539,0.761046,0.6160384,0.3375984,0.5201124,1.0287993,0.8666005,1.3839355,1.0895542,1.6275145,0.9688111,1.6118667,0.8583239,1.5753565,0.9844084,0.7068075,0.8214086,0.7549337,0.6526247,0.815221,0.5567523,0.7236626,0.6014001,0.4990115,0.7349973,0.9007461,0.4615418
7.087507422/533.3449848,0.405834,1.0343935,0.855755,0.6724601,0.579027,0.5933517,0.9090541,0.7739887,0.6830625,0.7927435,0.590895,0.5775051,0.2993327,0.725138,0.5264546,0.6433252,0.9967269,0.8407484,0.7097147,0.8235725,0.9940864,0.8466193,1.007929,0.7541306,0.6738149,0.511872,0.681115,0.5328378,0.7805402,0.349021,0.4452166,0.462854,0.7455481,0.2929918,0.792991,0.3944473,0.7095436,0.5015523,0.5213394,0.6026688,0.6087194,0.5589957,0.7592381,0.58034,0.701474,0.6776622,0.570703,0.7009435,0.4435238,0.6854391,0.6150116,0.6712946,0.533006,0.6225606,0.7375082,0.7275267,0.6769923,0.6517503,0.7665325,0.7084494,0.2899048,0.7143222,0.5808043,0.8324688,0.7426456,0.7311494,1.293179,0.7245308,0.6122225,1.0790167,0.6208654,0.6221062,0.6496993,0.7540553,0.6996428,0.5290264,0.9227621,0.7589917,0.8661146,0.5521335,0.7359898,0.6459698,1.5357698,0.6736013
3.02201269/266.1005379,0.6597215,0.7671537,0.9372568,0.8492472,0.5192385,0.5478481,0.7569768,0.5485315,0.6243487,0.5687009,0.6490263,0.8784415,0.4963993,0.4135922,0.7221546,0.6494397,0.5805404,0.7254681,0.6689268,0.8803424,0.6014056,0.5504932,0.979747,0.9388799,0.6977037,0.4700245,0.5643727,0.6934072,0.8565206,0.3531679,0.6960484,1.0923062,0.7671779,0.4453687,0.3724047,0.6148748,0.8669115,0.3510365,0.4972153,0.8245245,0.5193973,0.2596659,1.1009442,0.8017538,0.9783843,0.7024183,0.7260862,1.2217777,0.8227102,1.0107887,0.9519043,1.521712,0.7428013,1.0191323,1.1754408,1.1921888,1.0170227,0.9605552,1.2081678,1.1219616,0.7086997,0.9717786,1.1231004,1.1707464,0.6058372,0.5513067,0.9176129,0.5424023,0.4785151,0.535087,0.9274258,0.5447767,0.5669542,0.8846252,0.9465127,0.5722006,0.9583432,0.9073077,0.5406851,0.8624251,0.7056863,0.6631327,0.8962444,0.8931858
2.419332576/211.0578571,0.9691447,1.099001,1.0229979,0.9181911,1.1614949,1.316549,0.9916052,1.148267,1.2224522,1.4843661,1.0886565,1.2917963,1.2553593,1.4263215,1.292303,1.5932509,1.6312821,0.7917883,1.6786668,1.7837367,1.4077713,1.8018605,0.685084,1.0433211,0.625596,0.9186186,0.9463714,0.9745255,1.0293853,1.0920793,1.1760696,1.1636758,1.1164889,0.8389644,0.712968,0.6371846,1.5597307,0.9862652,1.1871299,1.6844599,1.0610149,0.8997205,1.7986079,0.9815332,1.0021405,0.924327,0.8753501,0.8398486,0.5381605,0.972558,0.9470007,1.0064986,0.6161588,0.8044275,0.9124728,1.1845212,0.7108162,0.8790556,0.9277778,0.7255901,0.7255416,0.6551435,1.0425674,0.5284623,1.3223788,1.0351776,1.0251809,0.5420427,1.3335881,0.9504519,0.9452529,1.4039804,1.5752458,1.1837574,1.5503502,2.0151407,1.4347711,1.6190574,2.3011526,1.5456203,2.0286021,2.5646622,1.7883766,2.2438707
3.630767389/343.11519,0.7430017,0.5489851,0.4410571,0.559056,0.8223217,1.2192277,0.4237867,0.4789715,0.6596683,0.6638894,0.4075839,0.6672449,0.5657067,1.3211938,0.5248359,0.5301785,1.6280469,1.0497921,0.6433532,2.0992057,0.5757347,0.6609724,0.5477296,0.5498894,0.3145896,0.1663245,0.4165032,0.3176226,0.4870909,0.203595,0.3312878,0.3492746,0.4514276,0.2985238,0.609526,0.3252413,0.2883932,0.4431152,0.2898419,0.3401098,0.3827773,0.1611714,0.3603316,0.6170261,0.7454478,0.3636646,0.3523769,0.3434204,0.2982378,0.2957684,0.3158281,0.2799357,0.1331325,0.4201252,0.3292705,0.1411091,0.2923444,0.2811296,0.3068899,0.2607822,0.2953786,0.2768891,0.2698889,0.1402269,0.6284021,0.4192351,0.7018547,0.3479553,0.692473,0.7190672,0.5628015,0.3400184,0.3856625,0.4794048,0.3565375,0.3861578,0.1854547,0.3357759,0.7900269,0.2986034,0.4554831,0.4052094,0.6179112,0.3592251
2.152164493/309.1439019,0.4304908,0.3966458,0.5456299,0.8047817,1.0924217,0.9929263,1.5554743,0.9635063,0.9885716,1.4397818,1.4829282,1.0992609,0.72825,0.9902055,2.1223175,1.1484467,1.5780464,2.0621512,0.7443351,1.5417277,2.1692697,0.8033865,0.5075628,0.64547,1.0486972,0.906495,0.7300125,1.4692812,0.8245367,0.5474501,0.9575597,1.2786372,0.7376455,0.2303034,0.505428,1.2570945,0.6218907,0.4071624,0.9633156,1.0606682,0.6943045,0.4076419,0.6223782,0.7873698,0.6992559,0.5773017,0.5759238,0.4066528,0.2463427,0.414028,0.7586429,0.5577354,0.2524771,0.2785249,0.6472322,1.6855963,0.4709293,0.5462087,0.7334835,0.4817378,0.2278769,0.5156532,0.6978123,0.5020966,0.8893681,0.2204043,1.1103421,0.3222978,1.2771362,0.8899979,1.6100019,1.1670713,0.7554396,0.738273,1.0835566,0.9074733,0.9810572,0.9562072,0.3752153,0.9636293,0.9114569,0.6038428,1.7312532,0.974902
1.087757664/283.0893102,1.1579198,2.0372003,3.4244889,3.1582016,5.6466772,5.8112686,9.4510195,6.8750151,1.6215296,9.2648224,9.0838634,6.4635258,1.3208289,5.4758525,10.8865115,6.4071842,9.0904788,9.6049797,5.6803071,7.9472471,9.9227944,5.9307654,1.290706,1.4985621,0.9682834,1.4789225,1.1068409,1.7006462,2.5400524,0.1893447,1.437182,1.5277678,1.9342042,0.277629,1.000116,1.5175627,2.3746693,0.781033,1.4097559,1.8839416,1.7972057,0.5135552,2.048193,5.8802919,5.8657844,4.157009,7.3842935,7.8510882,5.298782,5.8461558,8.1729188,9.2481563,5.7051738,4.2925149,10.1945527,0.8159321,8.5686952,7.0694788,8.0868964,6.6648591,0.4948505,4.1595221,5.946361,5.6871157,2.9689492,2.8583188,2.8278723,2.626779,2.5900769,6.3748524,7.2149184,5.9768655,5.8440821,5.4870986,6.0018466,4.7568169,6.7623244,5.4746363,3.0822133,5.2159708,5.2268377,8.2228281,6.9129312,5.0676773
3.304300868/555.1704803,2.0367806,1.5949402,1.6296684,1.5441987,0.9512742,1.6809657,1.2553472,1.225593,1.0539089,1.4766569,1.9459607,1.241316,1.9086784,1.2442544,1.2565813,1.0559361,1.5112768,1.3940063,0.7549314,1.2094841,1.7455676,0.9670643,0.1524936,0.1492564,0.93578,0.1785696,0.3771666,0.1539941,1.171191,0.3737737,0.1478611,0.1513167,1.0748519,0.3205018,0.3409017,0.186826,1.4992342,0.2001034,0.1625795,1.0006899,0.5945356,0.1730372,1.1019588,1.8313625,1.5763582,1.5525589,1.7594045,1.9645784,1.4904069,0.962347,1.6797798,1.5032748,1.0785731,0.8059842,1.0778777,0.1514979,1.1484801,1.9342304,1.3805758,1.2472503,2.3012484,1.3085959,1.0949028,1.2274867,1.0355487,1.4725365,1.5151646,1.0009368,0.8702212,2.3926955,1.339305,1.067851,1.1266518,1.2025828,1.059917,1.4759503,2.266891,1.5061682,1.9760849,1.1905961,1.4798113,0.9644145,0.9270964,1.2916403
3.32917985/647.2366461,0.18103,0.152994,0.1487789,0.1414298,0.5384103,0.9742907,1.110058,0.7794837,0.5255214,1.3843707,1.4350684,1.1137432,0.7769321,1.5610827,1.7461839,1.3296528,2.1712242,2.1634915,1.7179949,2.7357481,2.8223756,1.8872883,0.1554865,0.1521858,0.143538,0.1820743,0.1472865,0.1570164,0.1506471,0.2228742,0.1507631,0.1542865,0.3125528,0.3267921,0.1455083,0.1904928,0.5070685,0.2040307,0.1657704,0.8233187,0.1547794,0.1764333,0.9623015,0.157878,0.1528652,0.1575794,0.37341,0.3320444,0.5336434,0.7006526,0.6189361,0.8481983,0.671075,1.0043172,1.1635729,0.1544713,1.0426151,1.3758246,1.87341,1.570712,0.931527,1.8246388,2.1127286,1.7720481,0.1602495,0.1391444,0.1467706,0.2475276,0.1220204,0.8201891,0.472069,0.6511916,1.0565626,0.8018172,1.1447259,1.127465,1.0133316,1.22302,1.5457064,1.0553636,1.5613895,1.9539457,1.4236591,1.6031655
3.104101134/286.211413,1.3571555,1.3607709,1.5115212,1.3950805,1.3681787,1.962336,1.6871174,1.840565,1.3421939,1.9886633,1.6130873,1.5203035,1.3335761,1.7412653,1.6912454,1.6655291,1.6893197,1.5374699,1.5603433,1.6090782,1.5904782,1.4515567,0.9431438,0.9085613,1.6756677,1.682245,1.5405769,1.1055471,1.5092116,1.3804045,1.5799642,1.3361623,1.5930874,1.3604031,1.29192,1.5504747,1.6919879,1.2750448,0.9670353,1.3324801,1.8393944,1.2872725,1.5984501,1.6527939,1.2049316,1.6294342,1.4040462,1.6946001,1.7563694,1.6501566,1.855979,1.6098613,1.6969291,1.4794638,1.8223809,1.2012093,1.6899908,1.4660299,1.5248723,1.2819418,0.6329947,1.4832467,1.0779482,1.6096513,1.4833281,1.3858719,1.7219631,1.6833535,1.7519839,1.656764,1.8325756,1.7660376,1.678984,1.7916562,1.5900591,1.7992362,1.7006112,1.5968397,0.5419012,1.6499672,1.9345681,1.7718918,1.8596569,1.8001985
5.330857644/357.2329568,0.3189175,0.3210947,0.8487783,1.2744381,1.3376515,1.4786898,1.9568037,1.8725624,1.2542494,2.0991136,1.8186583,2.1167255,1.3248334,2.0162097,2.3726221,2.0819524,2.3399309,2.3432762,2.0948004,2.3471908,2.6537596,2.3094459,0.1601882,0.1567877,0.5015749,0.1875801,0.1517403,0.1617644,1.1713063,0.2296137,0.155322,0.158952,1.2063305,0.336674,0.1499083,0.1962531,1.0592733,0.2102003,0.1707831,1.0361133,0.1594598,0.1817684,0.8571998,1.4835884,1.2266632,1.2756731,1.6573959,1.4602329,1.7111316,1.2976853,1.5000211,1.5135782,1.6694384,1.3500801,1.5785611,0.1591423,1.6498104,1.6668727,1.3720581,1.720111,1.3686878,1.6402942,1.4496425,1.6081842,1.9137718,1.6745411,1.4586838,1.3584025,0.7017655,2.2707647,2.6664077,2.2411837,2.245011,2.0642166,2.4002431,2.4181246,2.7897493,2.4600488,2.4197451,2.5709516,2.5365616,2.53442,2.8894381,2.231833
3.650533741/504.290997,0.2910141,0.119593,0.286702,0.4328697,0.8672346,1.3688089,1.3577721,1.5533827,0.7708361,1.695541,1.485859,1.1406225,0.7645041,1.4804028,1.8869106,1.8044353,1.7529404,1.9405382,1.7677019,1.9187361,2.0603023,1.7630025,0.1215413,0.1189612,0.2691016,0.6030124,0.3058522,0.3183103,0.790867,0.3657773,0.4577226,0.3121629,0.7099094,0.2554483,0.3108599,0.6229096,1.035929,0.6739371,0.7348179,0.955399,0.9729829,0.1379151,1.3196603,0.387074,0.1194924,0.481018,0.6503915,0.9473688,1.0699751,1.0716354,1.082579,1.062942,1.2252888,0.805543,1.1748995,0.5136562,1.2636255,0.8329082,0.8913352,0.8719356,0.2527569,1.1699401,1.1023704,1.2239258,0.7855584,0.4356916,0.9064434,0.5544853,0.8243161,1.212235,1.6344315,1.6705261,1.6100153,1.6765968,1.7736216,1.1836859,1.9345166,1.806551,0.7402999,1.7904936,1.9133236,1.7807569,2.3013067,2.034836
4.586713913/330.1390324,1.0624839,1.2818977,1.3022206,1.1011195,0.6499606,1.4481383,0.9272919,1.3243972,0.5835343,1.468114,0.8559327,1.3382985,0.4026507,1.3373501,0.9286768,1.2788514,1.4252719,0.9379967,1.3612058,1.5086125,0.9192857,1.280648,1.3314544,1.1785228,1.1820416,0.7678021,1.4279154,0.7372714,1.3694349,0.8870694,1.3893452,0.7131003,1.2942895,0.5657508,1.4074693,0.6410261,1.2495736,1.4041261,0.7344567,1.2626479,1.3893646,0.5183289,1.2678843,1.3352299,1.1450145,1.0347458,1.4443091,1.453973,1.3461682,0.8314489,1.575405,1.5323257,1.0593866,0.9582768,1.5949912,1.1409674,1.2718285,1.0971271,1.510562,1.2402256,0.5616664,1.5831825,1.4651421,1.3663847,1.7078384,1.7454181,1.7028721,1.4511882,0.8807234,1.8005606,1.5272351,1.4771831,1.6504821,1.4074102,1.4239482,1.6394595,1.1822826,1.3742415,1.7069848,1.2667605,1.3842682,1.6648947,1.3463847,1.3587462
5.622259738/319.1866788,1.99271,1.78782,1.564346,2.125967,3.0178,2.025894,1.845462,1.9334,3.041287,2.30623,1.944247,2.266867,2.493668,2.144663,2.09353,2.112946,2.372697,2.267068,2.572309,2.449525,2.198102,2.438915,1.816201,1.068466,2.143863,2.501224,2.065267,1.272147,2.268103,2.709842,2.33029,1.846482,2.040425,2.612638,1.738144,1.569314,2.063643,2.050399,1.876257,2.051177,2.074462,1.683579,2.073464,2.315192,1.20581,2.549433,1.942492,1.361187,2.024137,2.62461,1.953256,1.138327,2.321179,2.826291,2.139339,2.207637,2.469689,2.147351,1.779898,2.158922,2.451762,1.95845,1.514504,2.64147,2.888402,1.74229,1.965617,1.867712,3.610882,2.130917,2.232633,2.113711,2.071644,2.110116,2.088334,1.814429,2.432776,2.031507,2.14991,1.757746,2.147195,1.721143,2.469143,1.874061
2.291409794/263.1019704,0.315597,0.4076819,0.8159431,0.3472379,0.8321573,0.9298206,1.2594108,1.171562,1.4621207,1.4892394,1.398982,0.9809934,0.8420723,1.4397439,1.7149104,1.4059052,1.397756,1.3180663,0.9381617,1.8660547,1.7868842,1.6919448,0.544493,0.6919196,0.4619059,0.6511182,1.0193674,0.7711652,0.898957,0.722825,1.1276881,1.0939539,0.795146,0.2512473,1.0516401,1.1035983,1.3021632,1.1913815,0.9775567,1.2279894,1.3207024,0.5124441,1.245631,0.537599,0.5420263,0.2513768,0.7821412,1.1896125,0.8089137,0.6142076,1.0526366,1.2485478,0.8672149,0.6841904,0.9275018,1.2230831,1.2267415,1.4327835,1.0807183,1.4028741,0.6226462,1.0857067,1.4002121,1.3754261,0.4259357,0.4203634,0.3989415,0.3033611,0.7657888,0.8661235,0.756739,1.0361578,1.0307167,0.6957401,0.8341408,1.0725147,0.9832668,0.9781922,0.7672042,0.8184942,1.0520976,1.357635,1.6047748,1.2087473
2.090997699/226.0689166,0.2875559,0.3836073,0.6100621,0.3199016,0.6107222,0.8915516,1.1475891,0.5279099,0.6951795,0.9505684,0.9142743,0.6359967,0.2891436,0.8238936,1.2284843,0.5917746,0.8327188,1.4145727,0.8245373,1.1452423,1.1597634,0.9143312,1.0430652,1.7544634,1.3921389,0.881026,0.8676845,1.5407885,1.0226239,0.6847989,0.9322099,1.0654613,0.6146676,0.2783619,0.9325424,0.9875952,0.6843981,0.6619197,1.2845849,0.7437605,1.3195521,0.4521889,0.6652213,1.6241091,1.575008,0.4489115,1.4754926,3.1392815,1.1531738,0.6921963,1.9380091,3.0429474,0.6303768,1.0949255,1.552829,1.229724,1.5683106,1.2205795,1.5183774,1.4250881,0.6226077,0.9977526,1.1307323,1.3916742,0.5147482,0.3406932,0.8055993,0.5424655,0.4289718,0.5134617,1.5057179,0.5761371,0.4881493,0.6074307,0.4914054,0.8611257,0.6296771,0.5574008,0.5295646,0.442753,0.6888667,1.1567124,0.8142083,1.0782677
3.132438379/433.2441245,1.0035113,1.0151545,1.0770827,0.9768165,1.4125548,1.6539166,1.5854116,1.6866552,1.3465978,2.0001797,1.9646285,1.9467812,1.3603302,1.9778964,2.9019177,2.061089,2.5071146,2.2092757,2.4732148,2.6888279,2.4563051,2.3415548,0.9599675,0.7607143,0.7273546,0.6460542,1.1280761,0.8786065,1.1869776,0.8074082,1.2598335,0.9682407,1.2250459,0.4414641,1.253529,0.7634011,1.3169809,1.4093607,1.1272615,1.4670584,1.4215043,0.561157,1.4793007,1.0655428,1.0441479,1.0116946,1.7241544,1.7003495,1.5495643,1.0548423,1.9173941,2.0061142,1.7289968,1.383057,2.2717095,1.1393983,2.0084448,2.0872316,2.2340896,2.1179835,1.5513104,2.0342242,2.12874,2.1231404,1.2225277,1.1585765,1.1519913,1.0323834,1.1231453,1.7870459,1.6832966,1.8204421,1.9069741,1.8177827,2.056196,1.9977518,2.0884884,2.1226382,1.4995545,2.0571932,2.2950284,2.6739083,2.6247135,2.3835959
3.801421522/212.2006559,1.6331821,1.1538019,1.1427163,1.6033199,2.322709,1.7056527,1.3390864,1.8185033,1.9936572,1.445625,1.5132755,1.9444851,1.5137868,1.798713,1.5009928,1.4490094,1.622981,1.7005107,1.8572397,1.4622524,1.5194664,1.7865466,0.8536559,0.4433002,1.0792975,1.6939742,0.7730766,1.3256946,1.8359165,1.7665348,1.1329966,0.471157,1.6608655,1.7830937,1.2026499,1.6190248,1.7254762,1.282418,1.0250381,1.6564139,1.2099143,1.3679453,1.8502942,0.9683864,0.9264831,0.9129373,1.0191499,0.9626193,0.8986362,0.8682526,0.9939607,1.0463041,0.8951254,0.8749441,1.0661688,1.5208194,0.9161015,0.9244418,1.0090667,0.9486097,0.5826352,0.9295783,0.9685684,0.788992,2.7298313,0.9364585,2.2546645,1.0422185,2.5193501,1.7392544,2.6120023,1.8919651,2.0335185,2.0797079,2.3170746,1.8416816,2.9712393,2.222035,1.5480949,2.2471206,2.4922095,1.7374133,2.378863,2.2856852
2.426418894/236.6781199,0.1719651,0.2550535,0.2904154,0.4634514,0.9026863,0.9607998,1.0472041,1.0318676,0.8707984,0.8980658,1.1676224,1.25052,0.9476505,1.0999169,1.3687123,1.405572,1.3873338,1.1624731,1.5784575,1.4515302,1.307011,1.684284,0.1477007,0.1445653,0.1363505,0.1729572,0.345584,0.3021361,0.4458575,0.2117141,0.4206133,0.4154075,0.8378107,0.3104285,0.4176812,0.5014505,0.9699003,0.3606442,0.7859971,1.2024706,0.5906191,0.1675986,1.4013478,0.6103736,0.6393701,0.6780249,0.8094697,0.6101864,0.8430877,0.7195057,0.8218089,0.7995439,0.8115353,0.7929166,0.8427983,0.1467363,0.8054296,0.8741607,0.853251,0.8806192,0.5709392,0.8208451,0.6774772,0.9731672,0.6509352,0.6885833,0.5611714,0.5881106,0.5016653,0.9842325,0.7181006,1.1591529,1.2429319,1.0421975,1.4305397,1.2423145,1.3487184,1.4632073,1.6902146,1.3460769,1.6023175,1.7278612,1.6908378,1.6964089
